title,artist,link
Diddly Doodly (2006),John Brown Diddly Doodly ,https://collections.ed.ac.uk/art/record/99953?highlight=*:*
Begining (Unknown),Unknown Begining ,https://collections.ed.ac.uk/art/record/21926?highlight=*:*
Set of NDS slides,Unknown Set of NDS slides,https://collections.ed.ac.uk/art/record/102675?highlight=*:*
Untitled (1966),Gillian Mather Untitled ,https://collections.ed.ac.uk/art/record/22002?highlight=*:*
Untitled - Country Houses and Fields (1963),Helen Wishart Untitled - Country Houses and Fields ,https://collections.ed.ac.uk/art/record/99451?highlight=*:*
Untitled (1986),R. Euman Untitled ,https://collections.ed.ac.uk/art/record/21629?highlight=*:*
Plate,Emma Gillies Plate,https://collections.ed.ac.uk/art/record/53715?highlight=*:*
Untitled (1968),Anne Lynch Untitled ,https://collections.ed.ac.uk/art/record/22492?highlight=*:*
Portrait of a Male,George A. MacPherson Portrait of a Male,https://collections.ed.ac.uk/art/record/122726?highlight=*:*
Replica cast (white) of Parthenon slab GE31,Unknown Replica cast ,https://collections.ed.ac.uk/art/record/20655?highlight=*:*
Kneeling Male Nude (1965-1966),George Donald Kneeling Male Nude ,https://collections.ed.ac.uk/art/record/21174?highlight=*:*
The Sons of Usnach at Chess (1964),John B Vallely The Sons of Usnach at Chess ,https://collections.ed.ac.uk/art/record/21006?highlight=*:*
Green Landscape (Circa 1967),Helen Pollock Green Landscape ,https://collections.ed.ac.uk/art/record/21436?highlight=*:*
Portrait of a Woman (1939-1940),James Gordon Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21097?highlight=*:*
Nude Sleeping,Raymon Pattie Nude Sleeping,https://collections.ed.ac.uk/art/record/22529?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21994?highlight=*:*
Gem cabinet 1 (of 6) containing 43 medallions,Unknown Gem cabinet ,https://collections.ed.ac.uk/art/record/20615?highlight=*:*
Portrait of a Bearded Man (1960),Elise Brown Portrait of a Bearded Man ,https://collections.ed.ac.uk/art/record/20977?highlight=*:*
The Candy Floss Vender,Unknown The Candy Floss Vender,https://collections.ed.ac.uk/art/record/122769?highlight=*:*
Circus,Margaret A Leake Circus,https://collections.ed.ac.uk/art/record/21012?highlight=*:*
Untitled (1962),Ethel V Hope Untitled ,https://collections.ed.ac.uk/art/record/99836?highlight=*:*
Still Life with Drapes (1966),James H. Fairgrieve Still Life with Drapes ,https://collections.ed.ac.uk/art/record/22651?highlight=*:*
Green and Red Still Life,Jacqueline A. Waterson Green and Red Still Life,https://collections.ed.ac.uk/art/record/122814?highlight=*:*
Untitled (1967),Ian Roy Untitled ,https://collections.ed.ac.uk/art/record/21757?highlight=*:*
Portrait of a Woman (FEB 1952),Martin G C McKeown Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21414?highlight=*:*
Drawn from Nature Exhibition Poster (Unknown),Unknown Drawn from Nature Exhibition Poster ,https://collections.ed.ac.uk/art/record/21847?highlight=*:*
Self Portrait (1965),John Bellany Self Portrait ,https://collections.ed.ac.uk/art/record/20740?highlight=*:*
Portrait of a Woman at a Table (1960),Dorothea Brown Portrait of a Woman at a Table ,https://collections.ed.ac.uk/art/record/20995?highlight=*:*
Circus (1950),Cecile E M Johnston Circus ,https://collections.ed.ac.uk/art/record/21027?highlight=*:*
Portrait of a Young Man (1951),James P W Syme Portrait of a Young Man ,https://collections.ed.ac.uk/art/record/21240?highlight=*:*
Life Painting (1918),Anne Redpath Life Painting ,https://collections.ed.ac.uk/art/record/20735?highlight=*:*
Seated Female Nude (1939),Heather Measham Seated Female Nude ,https://collections.ed.ac.uk/art/record/21136?highlight=*:*
Seated Nude (1957),Ruth Illingworth Seated Nude ,https://collections.ed.ac.uk/art/record/20933?highlight=*:*
Mefisto (1983),Boris Bu,https://collections.ed.ac.uk/art/record/22037?highlight=*:*
Unknown (1957),Andrew P. W. Conkie Unknown ,https://collections.ed.ac.uk/art/record/50523?highlight=*:*
Still Life,Ianthe Fisher Still Life,https://collections.ed.ac.uk/art/record/122799?highlight=*:*
Life Drawing,Eugene Corolan Life Drawing,https://collections.ed.ac.uk/art/record/99850?highlight=*:*
Side Plate,Emma Gillies Side Plate,https://collections.ed.ac.uk/art/record/53614?highlight=*:*
Untitled (1972),Lin Hunter Untitled ,https://collections.ed.ac.uk/art/record/21834?highlight=*:*
Untitled - Portrait of a Nude Female (1972),Lindsay R S Gordon Untitled - Portrait of a Nude Female ,https://collections.ed.ac.uk/art/record/99421?highlight=*:*
Unknown (1949),Betty Elston Unknown ,https://collections.ed.ac.uk/art/record/50580?highlight=*:*
Nude Male and Horse (Circa 1963),Leon Francesco Morrocco Nude Male and Horse ,https://collections.ed.ac.uk/art/record/21399?highlight=*:*
Entry into Jerusalem (1956),Peter McGinn Entry into Jerusalem ,https://collections.ed.ac.uk/art/record/122719?highlight=*:*
Relic of Origins: Wild Boar (2013),Kyle Noble Relic of Origins,https://collections.ed.ac.uk/art/record/21304?highlight=*:*
Rosa Regolit (2007),Bridget Steed Rosa Regolit ,https://collections.ed.ac.uk/art/record/99973?highlight=*:*
Arizona (Unknown),Unknown Arizona ,https://collections.ed.ac.uk/art/record/21813?highlight=*:*
Unknown (1950),Alexander Cree Unknown ,https://collections.ed.ac.uk/art/record/50541?highlight=*:*
Unknown (1966),John Nelson Unknown ,https://collections.ed.ac.uk/art/record/50497?highlight=*:*
Reclining Female Nude (1960),Kenneth R Wheatley Reclining Female Nude ,https://collections.ed.ac.uk/art/record/20857?highlight=*:*
Seated Male Nude (1965-1966),H Chart Seated Male Nude ,https://collections.ed.ac.uk/art/record/21268?highlight=*:*
Portrait of a Young Man (1950),Alexander F Mitchell Portrait of a Young Man ,https://collections.ed.ac.uk/art/record/21056?highlight=*:*
After the Fall of Snow (1986),Hilary A. Fisher After the Fall of Snow ,https://collections.ed.ac.uk/art/record/21705?highlight=*:*
Study for Two Figure Composition (1949),Douglas Baxter Study for Two Figure Composition ,https://collections.ed.ac.uk/art/record/50576?highlight=*:*
Self-Portrait (1967),Gregor Smith Self-Portrait ,https://collections.ed.ac.uk/art/record/99398?highlight=*:*
Untitled (1962),Deborah Eadie Untitled ,https://collections.ed.ac.uk/art/record/99495?highlight=*:*
Seated Male Nude with Sword (1955),Fiona C MacCormick Seated Male Nude with Sword ,https://collections.ed.ac.uk/art/record/21013?highlight=*:*
Still Life with Bowl of Fruit (1964),William M. McG. Gillon Still Life with Bowl of Fruit ,https://collections.ed.ac.uk/art/record/122877?highlight=*:*
Five Figures in Light and Shade (1960),Ann F Ward Five Figures in Light and Shade ,https://collections.ed.ac.uk/art/record/123104?highlight=*:*
Composition with Washing Line (Circa 1987),Gary Ferguson Composition with Washing Line ,https://collections.ed.ac.uk/art/record/22620?highlight=*:*
Male Nude Seated (Circa 1949),Alistair F. Flattely Male Nude Seated ,https://collections.ed.ac.uk/art/record/122919?highlight=*:*
Study for completed image (1960),Vivien Alexander Study for completed image ,https://collections.ed.ac.uk/art/record/50625?highlight=*:*
Untitled (Unknown),David Douglas Untitled ,https://collections.ed.ac.uk/art/record/21641?highlight=*:*
Plate,Emma Gillies Plate,https://collections.ed.ac.uk/art/record/53719?highlight=*:*
Stretching Male Nude (Circa 1953),Valerie Donaldson Stretching Male Nude ,https://collections.ed.ac.uk/art/record/20949?highlight=*:*
Portrait of a Seated Man (1955),Peter McGinn Portrait of a Seated Man ,https://collections.ed.ac.uk/art/record/21213?highlight=*:*
Untitled - Abstract Building (1972),Lindsay R S Gordon Untitled - Abstract Building ,https://collections.ed.ac.uk/art/record/99422?highlight=*:*
Standing Female Nude (1952),Mollie E N Langlands Standing Female Nude ,https://collections.ed.ac.uk/art/record/21020?highlight=*:*
Composition with Photo Screenprints of a Dead Rabbit (1972),Brent D. Millar Composition with Photo Screenprints of a Dead Rabbit ,https://collections.ed.ac.uk/art/record/22572?highlight=*:*
Rainman/Air Boys (2003),John Schulz Rainman,https://collections.ed.ac.uk/art/record/99931?highlight=*:*
Nabucco (1983),Boris Bu,https://collections.ed.ac.uk/art/record/22031?highlight=*:*
For Peter (JUN 2002),Jeremy Mitchell For Peter ,https://collections.ed.ac.uk/art/record/21845?highlight=*:*
Drawing of a Seated Woman (1958),Jacqueline A N Stieger Drawing of a Seated Woman ,https://collections.ed.ac.uk/art/record/20787?highlight=*:*
Castor and Pollux (1835),Sarti Castor and Pollux ,https://collections.ed.ac.uk/art/record/20593?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53626?highlight=*:*
Untitled,Shirley Brown Untitled,https://collections.ed.ac.uk/art/record/22518?highlight=*:*
Orange (1985),Unknown Orange ,https://collections.ed.ac.uk/art/record/21589?highlight=*:*
Sitting Nude Woman (1952),Mollie E N Langlands Sitting Nude Woman ,https://collections.ed.ac.uk/art/record/122703?highlight=*:*
1st State (Unknown),Euan Gray ,https://collections.ed.ac.uk/art/record/21954?highlight=*:*
Untitled (1983),Robert Rivers Untitled ,https://collections.ed.ac.uk/art/record/99804?highlight=*:*
Study for Composition - The Long Journey (19 APR 1961),John Picking Study for Composition - The Long Journey ,https://collections.ed.ac.uk/art/record/111039?highlight=*:*
Untitled - The Magi (1963),Monika L I Uecker Untitled - The Magi ,https://collections.ed.ac.uk/art/record/99444?highlight=*:*
Unknown,J Brown Unknown,https://collections.ed.ac.uk/art/record/53568?highlight=*:*
Emerging (1987),Paul Furneaux Emerging ,https://collections.ed.ac.uk/art/record/111442?highlight=*:*
Standing Male Nude (1930-1931),John McNairn Standing Male Nude ,https://collections.ed.ac.uk/art/record/21140?highlight=*:*
Untitled (1964),Helen Cargill Untitled ,https://collections.ed.ac.uk/art/record/22484?highlight=*:*
Untitled - Jousting Match (1965-1966),James B. Thomson Untitled - Jousting Match ,https://collections.ed.ac.uk/art/record/99447?highlight=*:*
Portrait of a Woman (1966),Isobel T Johnstone Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21404?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/50450?highlight=*:*
Plate,Emma Gillies Plate,https://collections.ed.ac.uk/art/record/53711?highlight=*:*
Unknown (1964),Eleanor Maiden Unknown ,https://collections.ed.ac.uk/art/record/53584?highlight=*:*
Untitled (1960),Robert L Snowden Untitled ,https://collections.ed.ac.uk/art/record/21542?highlight=*:*
Still Life with Guitar (1962),John Picking Still Life with Guitar ,https://collections.ed.ac.uk/art/record/22702?highlight=*:*
Abstract Still Life (Circa 1975),Lindsay Moran Abstract Still Life ,https://collections.ed.ac.uk/art/record/20761?highlight=*:*
Portrait of an Old Woman (1959),Barbara Strachan Portrait of an Old Woman ,https://collections.ed.ac.uk/art/record/20868?highlight=*:*
Untitled (1962),Kathleen Russell Untitled ,https://collections.ed.ac.uk/art/record/99521?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21616?highlight=*:*
Untitled (Unknown),Joanne Leonie Milne Untitled ,https://collections.ed.ac.uk/art/record/21931?highlight=*:*
Seated Figure in Striped Top (Circa 1981),Alastair R. W. Hearsum Seated Figure in Striped Top ,https://collections.ed.ac.uk/art/record/22527?highlight=*:*
Seated Female Nude (1955),Eric Ritchie Seated Female Nude ,https://collections.ed.ac.uk/art/record/21194?highlight=*:*
Scissors,Jayne Stokes Scissors,https://collections.ed.ac.uk/art/record/22615?highlight=*:*
Standing Male Nude (1952),David Michie Standing Male Nude ,https://collections.ed.ac.uk/art/record/21386?highlight=*:*
Untitled (1987),Susan Veitch Untitled ,https://collections.ed.ac.uk/art/record/21898?highlight=*:*
The Etiquette of Landscape and Face: Passage 2 (2015),Leonie Neuweger The Etiquette of Landscape and Face,https://collections.ed.ac.uk/art/record/53782?highlight=*:*
Spring Board (Circa 1971),Alan Brown Spring Board ,https://collections.ed.ac.uk/art/record/22584?highlight=*:*
Needle lace mat,Unknown Needle lace mat,https://collections.ed.ac.uk/art/record/102712?highlight=*:*
Multicoloured Geometric (1971),Jim Hickey Multicoloured Geometric ,https://collections.ed.ac.uk/art/record/22602?highlight=*:*
Landscape with Orchards (1955),Margaret Proudfoot Landscape with Orchards ,https://collections.ed.ac.uk/art/record/21033?highlight=*:*
Untitled (Unknown),Paul Gladston Untitled ,https://collections.ed.ac.uk/art/record/21729?highlight=*:*
Horse,Emma Gillies Horse,https://collections.ed.ac.uk/art/record/53747?highlight=*:*
Spinario (Late 19th Century),Mus,https://collections.ed.ac.uk/art/record/20574?highlight=*:*
Antique Life drawing - 3rd Year (1962),Kathleen Russell Antique Life drawing - ,https://collections.ed.ac.uk/art/record/99520?highlight=*:*
Untitled (1963),Ruth Walker Untitled ,https://collections.ed.ac.uk/art/record/22023?highlight=*:*
Unknown (1989),Joanne Leonie Milne Unknown ,https://collections.ed.ac.uk/art/record/123511?highlight=*:*
Nikola Subić Zrinjski (1983),Boris Bu,https://collections.ed.ac.uk/art/record/22033?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53628?highlight=*:*
Traviata (Unknown),Boris Bu,https://collections.ed.ac.uk/art/record/22470?highlight=*:*
Young Boy (1963),Roger Cameron Young Boy ,https://collections.ed.ac.uk/art/record/21265?highlight=*:*
Hand Thrown Bowl,Emma Gillies Hand Thrown Bowl,https://collections.ed.ac.uk/art/record/53733?highlight=*:*
Still Life with Net and Burning Candle (Circa 1987),Donald Clark Still Life with Net and Burning Candle ,https://collections.ed.ac.uk/art/record/22528?highlight=*:*
Untitled - Older Couple (1983),Kathleen R Greer Untitled - Older Couple ,https://collections.ed.ac.uk/art/record/99430?highlight=*:*
Reclining Male Nude (1954),Alex Sutherland Reclining Male Nude ,https://collections.ed.ac.uk/art/record/21248?highlight=*:*
Siena (1956),John P Busby Siena ,https://collections.ed.ac.uk/art/record/21379?highlight=*:*
Portrait of a Woman (1957),Peter McGinn Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21086?highlight=*:*
Nude Woman Standing (1961),Rose A. K. Forsyth Nude Woman Standing ,https://collections.ed.ac.uk/art/record/122826?highlight=*:*
Portrait of a Woman (1950),Alexander F Mitchell Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21055?highlight=*:*
Virgin and Child,Unknown Virgin and Child,https://collections.ed.ac.uk/art/record/20571?highlight=*:*
Man and Basket (1950),Alfred Hackney Man and Basket ,https://collections.ed.ac.uk/art/record/21030?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21555?highlight=*:*
Aix: Moroccan Women (1955),Margaret Proudfoot Aix,https://collections.ed.ac.uk/art/record/21031?highlight=*:*
Pekin knot sample,Unknown Pekin knot sample,https://collections.ed.ac.uk/art/record/102730?highlight=*:*
My Boots Are Wet from the grass (2006),Becky Campbell My Boots Are Wet from the grass ,https://collections.ed.ac.uk/art/record/99962?highlight=*:*
Untitled (1967),Gwen Mackenzie Untitled ,https://collections.ed.ac.uk/art/record/111034?highlight=*:*
Romeing (2013),Marissa Stoffer Romeing ,https://collections.ed.ac.uk/art/record/47444?highlight=*:*
Standing Female Nude (1959),Kenneth Dingwall Standing Female Nude ,https://collections.ed.ac.uk/art/record/21329?highlight=*:*
Untitled - Pensive Girl (1963),Felicity J Bostock Untitled - Pensive Girl ,https://collections.ed.ac.uk/art/record/99371?highlight=*:*
Portrait with a Beret (1986),Charles P. Stiven Portrait with a Beret ,https://collections.ed.ac.uk/art/record/21437?highlight=*:*
Portrait of a Woman (1957),Ruth Illingworth Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21007?highlight=*:*
Standing Female Nude (1959),R G Browne Standing Female Nude ,https://collections.ed.ac.uk/art/record/20953?highlight=*:*
Unknown (1968),Kenneth R Duffy Unknown ,https://collections.ed.ac.uk/art/record/99515?highlight=*:*
Idolino,Unknown Idolino,https://collections.ed.ac.uk/art/record/20576?highlight=*:*
Plate,Emma Gillies Plate,https://collections.ed.ac.uk/art/record/53706?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/50433?highlight=*:*
Espresso Saucer,Emma Gillies Espresso Saucer,https://collections.ed.ac.uk/art/record/53685?highlight=*:*
Sampler. Mary Ann Park (1819),Mary Ann Park Sampler. Mary Ann Park ,https://collections.ed.ac.uk/art/record/102706?highlight=*:*
Portrait of a Man (1939-1940),Robert A Campbell Portrait of a Man ,https://collections.ed.ac.uk/art/record/21127?highlight=*:*
Harbour at Night,Derek McGuire Harbour at Night,https://collections.ed.ac.uk/art/record/21511?highlight=*:*
Fancy Pipe (2006),Michael Hecht Fancy Pipe ,https://collections.ed.ac.uk/art/record/99882?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/53511?highlight=*:*
Untitled (1962),Paresh C. Chakraborty Untitled ,https://collections.ed.ac.uk/art/record/112307?highlight=*:*
The Judgement of Paris (1959),Kenneth Dingwall The Judgement of Paris ,https://collections.ed.ac.uk/art/record/22713?highlight=*:*
Railway Track (2002),Manson Heather Railway Track ,https://collections.ed.ac.uk/art/record/112495?highlight=*:*
Frieze from the Temple of Athena Nike (far right) (1827),Frieze from the Temple of Athena Nike ,https://collections.ed.ac.uk/art/record/20628?highlight=*:*
One mould and five wax portrait miniatures (Post 1860),Unknown One mould and five wax portrait miniatures ,https://collections.ed.ac.uk/art/record/20614?highlight=*:*
Abstract,V. Constant Abstract,https://collections.ed.ac.uk/art/record/111445?highlight=*:*
Untitled (1968),Sheila Wardrope Untitled ,https://collections.ed.ac.uk/art/record/22495?highlight=*:*
IV (1963),John Bellany IV ,https://collections.ed.ac.uk/art/record/20745?highlight=*:*
Plate,Emma Gillies Plate,https://collections.ed.ac.uk/art/record/53707?highlight=*:*
Untitled (2006),Daisy Richardson Untitled ,https://collections.ed.ac.uk/art/record/99866?highlight=*:*
Reclining Nude - Female (1953),Mary C. A. Edmond Reclining Nude - Female ,https://collections.ed.ac.uk/art/record/22722?highlight=*:*
Benin Head (1964-1964),Vincent Butler Benin Head ,https://collections.ed.ac.uk/art/record/99224?highlight=*:*
Unknown (1982),Donald Urquhart Unknown ,https://collections.ed.ac.uk/art/record/99516?highlight=*:*
Seated Female Nude (1953),Lilias Stirling Seated Female Nude ,https://collections.ed.ac.uk/art/record/20944?highlight=*:*
Summer Fayre,Unknown Summer Fayre,https://collections.ed.ac.uk/art/record/22658?highlight=*:*
Portrait of a Man in Red Shirt (1968),Alan T. Johnston Portrait of a Man in Red Shirt ,https://collections.ed.ac.uk/art/record/21423?highlight=*:*
Sketches of Five Heads (1959),Denness Morton Sketches of Five Heads ,https://collections.ed.ac.uk/art/record/20886?highlight=*:*
Model in Studio (Circa 1962),Lesley M. Johns Model in Studio ,https://collections.ed.ac.uk/art/record/122923?highlight=*:*
Landscape (1957),Sheena McEwan Landscape ,https://collections.ed.ac.uk/art/record/21010?highlight=*:*
Nude (1950),Allan Carr Nude ,https://collections.ed.ac.uk/art/record/110955?highlight=*:*
Abstract with Circles (Circa 1945),Alan Davie Abstract with Circles ,https://collections.ed.ac.uk/art/record/20749?highlight=*:*
Portrait of a Man Seated (1959),C Byron Portrait of a Man Seated ,https://collections.ed.ac.uk/art/record/20914?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/53510?highlight=*:*
Portrait of a Man in a Flat Cap (1963),John Milligan Portrait of a Man in a Flat Cap ,https://collections.ed.ac.uk/art/record/21287?highlight=*:*
Male Model in Studio (1961),Gabrielle M. Stubbs Male Model in Studio ,https://collections.ed.ac.uk/art/record/122761?highlight=*:*
Untitled (2002),Gillian Curry Untitled ,https://collections.ed.ac.uk/art/record/99939?highlight=*:*
Untitled (Unknown),Nicholas File Untitled ,https://collections.ed.ac.uk/art/record/21781?highlight=*:*
Back of Standing Male Nude with Stick (1954),John P Busby Back of Standing Male Nude with Stick ,https://collections.ed.ac.uk/art/record/21377?highlight=*:*
Mourner No. 54 from the Tomb of John the fearless (Pre 1895),Unknown Mourner No. ,https://collections.ed.ac.uk/art/record/20610?highlight=*:*
Untitled,McArthur Untitled,https://collections.ed.ac.uk/art/record/111043?highlight=*:*
Leprosy Capital (Diptych),Paul J Donaldson Leprosy Capital ,https://collections.ed.ac.uk/art/record/21445?highlight=*:*
Landscape (1966),Beth D. Mitchell Landscape ,https://collections.ed.ac.uk/art/record/22675?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),Riders from the West Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20671?highlight=*:*
Untitled (Unknown),Susie Wilson Untitled ,https://collections.ed.ac.uk/art/record/21796?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/99922?highlight=*:*
Woman Wearing Head Cloth in Prayer or Begging,Katherine Ogilvy Woman Wearing Head Cloth in Prayer or Begging,https://collections.ed.ac.uk/art/record/122965?highlight=*:*
Woman at a Table (1959),Alan M. Alexander Woman at a Table ,https://collections.ed.ac.uk/art/record/122848?highlight=*:*
Elders from East Frieze of the Parthenon,Elders from East Frieze of the Parthenon,https://collections.ed.ac.uk/art/record/20685?highlight=*:*
John Mooney Paintings (1984),John Mooney John Mooney Paintings ,https://collections.ed.ac.uk/art/record/21846?highlight=*:*
Buildings,J Shore Buildings,https://collections.ed.ac.uk/art/record/21494?highlight=*:*
Female Nude with Pitcher,Samuel John Peploe Female Nude with Pitcher,https://collections.ed.ac.uk/art/record/20736?highlight=*:*
The Cape of Good Hope Pub,Ella Smith The Cape of Good Hope Pub,https://collections.ed.ac.uk/art/record/21429?highlight=*:*
Bloomers,Unknown Bloomers,https://collections.ed.ac.uk/art/record/102663?highlight=*:*
Unknown (1968),Maureen Purcell Unknown ,https://collections.ed.ac.uk/art/record/53588?highlight=*:*
Still Life with Triumphal Arch (Circa 1958),Alan M. Alexander Still Life with Triumphal Arch ,https://collections.ed.ac.uk/art/record/122886?highlight=*:*
'Gordini' Fairground Ride,Hazel Walker 'Gordini' Fairground Ride,https://collections.ed.ac.uk/art/record/21508?highlight=*:*
Portrait of Seated Man (1956),Ballantyne Portrait of Seated Man ,https://collections.ed.ac.uk/art/record/21180?highlight=*:*
135 (2015),Mark Osborne ,https://collections.ed.ac.uk/art/record/53775?highlight=*:*
Portrait of a Woman (1957),Andrew McPhee Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21064?highlight=*:*
Nugget (2013),Charlotte Roseberry Nugget ,https://collections.ed.ac.uk/art/record/21301?highlight=*:*
Untitled (Unknown),Victoria C F Bernie Untitled ,https://collections.ed.ac.uk/art/record/21785?highlight=*:*
Untitled (MAR 1962),Irene Thomson Untitled ,https://collections.ed.ac.uk/art/record/22015?highlight=*:*
Marshal from the East Frieze of the Parthenon (1836-1837),Marshal from the East Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20679?highlight=*:*
Unknown (1949),T. A. Sutter Watt Unknown ,https://collections.ed.ac.uk/art/record/50456?highlight=*:*
Head (1987),Janice McNab Head ,https://collections.ed.ac.uk/art/record/22685?highlight=*:*
Seated Male Nude (1959),Ronald G Browne Seated Male Nude ,https://collections.ed.ac.uk/art/record/21156?highlight=*:*
The Ruins (1948),James W. H. Cumming The Ruins ,https://collections.ed.ac.uk/art/record/122793?highlight=*:*
Nudes on the Beach (1953),Moira E. Brown Nudes on the Beach ,https://collections.ed.ac.uk/art/record/122830?highlight=*:*
Figures in an Interior,Henry Rogers Figures in an Interior,https://collections.ed.ac.uk/art/record/21491?highlight=*:*
Portrait of a Woman (Circa 1939),Ian R McRobbie Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21138?highlight=*:*
Untitled - Print of Dining Table with Window (1962),Ann F Ward Untitled - Print of Dining Table with Window ,https://collections.ed.ac.uk/art/record/99336?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly Study for picture 'Waking of Brynhildr' ,https://collections.ed.ac.uk/art/record/50472?highlight=*:*
Jug,Emma Gillies Jug,https://collections.ed.ac.uk/art/record/53623?highlight=*:*
View from a Window,Sylvia Mackiewicz View from a Window,https://collections.ed.ac.uk/art/record/21453?highlight=*:*
Busmen Newhaven (1960-1964),Irene Thomson Busmen Newhaven ,https://collections.ed.ac.uk/art/record/21901?highlight=*:*
Unknown (1949),Mary D Thomson Unknown ,https://collections.ed.ac.uk/art/record/50453?highlight=*:*
Suit of Armour (Circa 1964),Kirkland Main Suit of Armour ,https://collections.ed.ac.uk/art/record/21170?highlight=*:*
Abstract Landscape (Circa 1964),Kirkland Main Abstract Landscape ,https://collections.ed.ac.uk/art/record/21171?highlight=*:*
Food Print (2006),Tomoko Kawanaka Food Print ,https://collections.ed.ac.uk/art/record/99862?highlight=*:*
Untitled (1965),Julia A M Barnard Untitled ,https://collections.ed.ac.uk/art/record/99382?highlight=*:*
Babies constructed bonnet (1890-1900),Unknown Babies constructed bonnet ,https://collections.ed.ac.uk/art/record/102672?highlight=*:*
Self Portrait (1950),William James Laidlaw Baillie Self Portrait ,https://collections.ed.ac.uk/art/record/21361?highlight=*:*
Chariot from North Frieze of the Parthenon (1836-1837),Chariot from North Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20714?highlight=*:*
Standing Man with Scythe (1950s),John Houston Standing Man with Scythe ,https://collections.ed.ac.uk/art/record/21046?highlight=*:*
Self Portrait (1992),Victoria A. James Self Portrait ,https://collections.ed.ac.uk/art/record/22742?highlight=*:*
Standing Female Nude,Alastair Fairweather Standing Female Nude,https://collections.ed.ac.uk/art/record/50424?highlight=*:*
Pyreneen Vogel (2002),Frances Ryan Pyreneen Vogel ,https://collections.ed.ac.uk/art/record/21806?highlight=*:*
Untitled,Untitled,https://collections.ed.ac.uk/art/record/111044?highlight=*:*
Three studies on a pink ground (girl with clasped hands) (1949),Barbara Hepworth Three studies on a pink ground ,https://collections.ed.ac.uk/art/record/20769?highlight=*:*
Untitled - Three Figures At the Opera (1963),Ann F Ward Untitled - Three Figures At the Opera ,https://collections.ed.ac.uk/art/record/99344?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),Riders from the West Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20672?highlight=*:*
Untitled (Unknown),Joanne Leonie Milne Untitled ,https://collections.ed.ac.uk/art/record/21947?highlight=*:*
Mexican needleweaving.birds and hearts (1951),Unknown Mexican needleweaving.birds and hearts ,https://collections.ed.ac.uk/art/record/102693?highlight=*:*
Portrait of a Seated Man in a Cap (1960),Kenneth Muir Portrait of a Seated Man in a Cap ,https://collections.ed.ac.uk/art/record/20983?highlight=*:*
Seated Male Nude (17 FEB 1959),A Robson Seated Male Nude ,https://collections.ed.ac.uk/art/record/20937?highlight=*:*
Male Nude on Step Ladders,Helen G. S Forde Male Nude on Step Ladders,https://collections.ed.ac.uk/art/record/22671?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21610?highlight=*:*
Sitting Figures (Circa 1964),Peter Pretsell Sitting Figures ,https://collections.ed.ac.uk/art/record/122715?highlight=*:*
Ergastines from East Frieze of the Parthenon,Ergastines from East Frieze of the Parthenon,https://collections.ed.ac.uk/art/record/20686?highlight=*:*
Grey Landscape (1962),Robert S. Crozier Grey Landscape ,https://collections.ed.ac.uk/art/record/99797?highlight=*:*
Abstract Male Nude in Landscape (1965),William Gillon Abstract Male Nude in Landscape ,https://collections.ed.ac.uk/art/record/21313?highlight=*:*
Two Pipers in the Sunlight (1953),Leonard Rosoman Two Pipers in the Sunlight ,https://collections.ed.ac.uk/art/record/21752?highlight=*:*
Untitled,Jean M. A. Conacher Untitled,https://collections.ed.ac.uk/art/record/112352?highlight=*:*
Portrait of Joanna,Alex Mitchell Portrait of Joanna,https://collections.ed.ac.uk/art/record/122711?highlight=*:*
Still Life with Goblets (1959),Alan M. Alexander Still Life with Goblets ,https://collections.ed.ac.uk/art/record/22743?highlight=*:*
