title,artist,link
Untitled (1965),Peter Pretsell Untitled ,https://collections.ed.ac.uk/art/record/99791?highlight=*:*
Wrap up (Unknown),George Donald Wrap up ,https://collections.ed.ac.uk/art/record/21825?highlight=*:*
Sean Connery as a Life Model (1952),Alastair Fairweather Sean Connery as a Life Model ,https://collections.ed.ac.uk/art/record/22598?highlight=*:*
Man (Circa 1977),Alfons Bytautas Man ,https://collections.ed.ac.uk/art/record/122795?highlight=*:*
(n) (fr) Les Voyeurs (1984),David C Duke ,https://collections.ed.ac.uk/art/record/99247?highlight=*:*
Untitled,Untitled,https://collections.ed.ac.uk/art/record/20661?highlight=*:*
Figurative Composition in Brown and Blue (1993),Kenneth T. W. Neil Figurative Composition in Brown and Blue ,https://collections.ed.ac.uk/art/record/20756?highlight=*:*
"Metope 28, south entablature, Parthenon (1837)",Metope ,https://collections.ed.ac.uk/art/record/20647?highlight=*:*
Patrick Nuttgens (recto) (1953),Llewella C. Brayne Patrick Nuttgens ,https://collections.ed.ac.uk/art/record/22705?highlight=*:*
Unknown (1963),James T Carlyle Unknown ,https://collections.ed.ac.uk/art/record/50501?highlight=*:*
Seated Woman (Circa 1961),Ann F Ward Seated Woman ,https://collections.ed.ac.uk/art/record/21354?highlight=*:*
Unknown (1960),Thora Clyne Unknown ,https://collections.ed.ac.uk/art/record/50558?highlight=*:*
Teapot,Emma Gillies Teapot,https://collections.ed.ac.uk/art/record/53745?highlight=*:*
Unknown (Unknown),Unknown Unknown ,https://collections.ed.ac.uk/art/record/21554?highlight=*:*
Unknown (Unknown),Unknown Unknown ,https://collections.ed.ac.uk/art/record/21548?highlight=*:*
Portrait of Seated Woman (1952),Nicholas Patrick Rentiens Portrait of Seated Woman ,https://collections.ed.ac.uk/art/record/21371?highlight=*:*
Unknown,Elizabeth J. Currie Unknown,https://collections.ed.ac.uk/art/record/50380?highlight=*:*
Man in Uniform,Tennant Man in Uniform,https://collections.ed.ac.uk/art/record/21481?highlight=*:*
Farm (possibly),Donald Clark Farm ,https://collections.ed.ac.uk/art/record/21489?highlight=*:*
Abstract Composition in Green with Curved Recess (1967),George M. Donald Abstract Composition in Green with Curved Recess ,https://collections.ed.ac.uk/art/record/22509?highlight=*:*
Untitled (1965),Wilson Untitled ,https://collections.ed.ac.uk/art/record/22485?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21707?highlight=*:*
Unknown (1985),Donald Provan Unknown ,https://collections.ed.ac.uk/art/record/50418?highlight=*:*
Unknown (1960),John Johnstone Unknown ,https://collections.ed.ac.uk/art/record/53550?highlight=*:*
Crying (2014),Rachel Hill Crying ,https://collections.ed.ac.uk/art/record/47448?highlight=*:*
Life Painting,Elizabeth Blackadder Life Painting,https://collections.ed.ac.uk/art/record/20754?highlight=*:*
Goats Feeding (1974),Anthony Gross Goats Feeding ,https://collections.ed.ac.uk/art/record/21748?highlight=*:*
Untitled,Joyce M Cumming Untitled,https://collections.ed.ac.uk/art/record/112356?highlight=*:*
Composition of Two Figures on Yellow* (1968),Alan T. Johnston Composition of Two Figures on Yellow,https://collections.ed.ac.uk/art/record/22624?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),South Frieze of the Parthenon Frieze ,https://collections.ed.ac.uk/art/record/20692?highlight=*:*
Untitled - Girl with Crows (1961-1962),Gwendolene E Roger Untitled - Girl with Crows ,https://collections.ed.ac.uk/art/record/99399?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),Riders from the West Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20664?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/99915?highlight=*:*
Barrel Vessel (1920s),Emma Gillies Barrel Vessel ,https://collections.ed.ac.uk/art/record/122070?highlight=*:*
138 (2015),Mark Osborne ,https://collections.ed.ac.uk/art/record/53773?highlight=*:*
Untitled (1962),Helen Wishart Untitled ,https://collections.ed.ac.uk/art/record/21764?highlight=*:*
Snow Covered Landscape (Circa 1984),Sheila Arnot Snow Covered Landscape ,https://collections.ed.ac.uk/art/record/21479?highlight=*:*
Standing Female Nude (1959),Bruce Clapperton Standing Female Nude ,https://collections.ed.ac.uk/art/record/20910?highlight=*:*
Unknown (1946),Norma Forrest Unknown ,https://collections.ed.ac.uk/art/record/50590?highlight=*:*
Standing Male Nude (1959),Kenneth Dingwall Standing Male Nude ,https://collections.ed.ac.uk/art/record/21330?highlight=*:*
Back of Standing Female Nude,Alastair Fairweather Back of Standing Female Nude,https://collections.ed.ac.uk/art/record/50426?highlight=*:*
Untitled (2006),Zeynep Arman Untitled ,https://collections.ed.ac.uk/art/record/99876?highlight=*:*
Goddess Nike unfastening her sandal (1984),Vincent Butler Goddess Nike unfastening her sandal ,https://collections.ed.ac.uk/art/record/20624?highlight=*:*
Portrait of a Woman (1956),James Robertson Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21185?highlight=*:*
Abstract on Blue*,Unknown Abstract on Blue,https://collections.ed.ac.uk/art/record/22536?highlight=*:*
Abstract Portrait of Two Figures (1953),Iain West Abstract Portrait of Two Figures ,https://collections.ed.ac.uk/art/record/20850?highlight=*:*
Of Christine Clay (1964),Connie Dearness Of Christine Clay ,https://collections.ed.ac.uk/art/record/53583?highlight=*:*
Four Female Heads (1959),Denness Morton Four Female Heads ,https://collections.ed.ac.uk/art/record/21078?highlight=*:*
Espresso Saucer,Emma Gillies Espresso Saucer,https://collections.ed.ac.uk/art/record/53689?highlight=*:*
Untitled - Abstract Collage with Spheres (1988-1990),Arlene Isbister Untitled - Abstract Collage with Spheres ,https://collections.ed.ac.uk/art/record/99471?highlight=*:*
Still Life with Bottles and Bowls (1952),Mollie E N Langlands Still Life with Bottles and Bowls ,https://collections.ed.ac.uk/art/record/22720?highlight=*:*
Part Piece,Christopher Nugent Part Piece,https://collections.ed.ac.uk/art/record/122752?highlight=*:*
Portrait of a Woman in a Green-Checked Blouse (1952),Annette G B Ronald Portrait of a Woman in a Green-Checked Blouse ,https://collections.ed.ac.uk/art/record/22698?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21567?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53667?highlight=*:*
Nun with Two Workmen in a Country Landscape,Unknown Nun with Two Workmen in a Country Landscape,https://collections.ed.ac.uk/art/record/22557?highlight=*:*
Unknown (1965-1966),George Donald Unknown ,https://collections.ed.ac.uk/art/record/50376?highlight=*:*
Untitled,Peter Pretsell Untitled,https://collections.ed.ac.uk/art/record/99793?highlight=*:*
Untitled (1983-1984),Moyna Flannigan Untitled ,https://collections.ed.ac.uk/art/record/21915?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21564?highlight=*:*
Country Lane (1959),Jacqueline A N Stieger Country Lane ,https://collections.ed.ac.uk/art/record/20821?highlight=*:*
Portrait of a Woman (1954),D Stewart Lowdon Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21214?highlight=*:*
Untitled (2002),Elizabeth Shepherd Untitled ,https://collections.ed.ac.uk/art/record/99947?highlight=*:*
Preparatory Sketch (1962),John Picking Preparatory Sketch ,https://collections.ed.ac.uk/art/record/50528?highlight=*:*
Untitled (2002),Lisa Flett Untitled ,https://collections.ed.ac.uk/art/record/99935?highlight=*:*
Demolished Building,Keith Thomson Demolished Building,https://collections.ed.ac.uk/art/record/21464?highlight=*:*
Ples (1983),Boris Bu,https://collections.ed.ac.uk/art/record/22472?highlight=*:*
Standing Male Nude (1959),Lys Hansen Standing Male Nude ,https://collections.ed.ac.uk/art/record/20955?highlight=*:*
Bathers (1962),Vivien Alexander Bathers ,https://collections.ed.ac.uk/art/record/22524?highlight=*:*
Ludovisi Throne (Circa 1912),Unknown Ludovisi Throne ,https://collections.ed.ac.uk/art/record/20575?highlight=*:*
Still Life with Table and Bottles,Unknown Still Life with Table and Bottles,https://collections.ed.ac.uk/art/record/122901?highlight=*:*
Ruins in Rome (FEB 1948),Marjorie Wallace Ruins in Rome ,https://collections.ed.ac.uk/art/record/20855?highlight=*:*
Unknown (Unknown),Unknown Unknown ,https://collections.ed.ac.uk/art/record/21550?highlight=*:*
Untitled (1966),Helen G. S Forde Untitled ,https://collections.ed.ac.uk/art/record/99813?highlight=*:*
Still Life (1985),Paul John Croft Still Life ,https://collections.ed.ac.uk/art/record/21795?highlight=*:*
Untitled (1963),Leslie Allan Untitled ,https://collections.ed.ac.uk/art/record/22012?highlight=*:*
Portrait of a Man,Donald Whyte Portrait of a Man,https://collections.ed.ac.uk/art/record/21475?highlight=*:*
St James the Greater,Unknown St James the Greater,https://collections.ed.ac.uk/art/record/20548?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/53542?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/21905?highlight=*:*
Portrait of a Woman (1958),Ann Forbes Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21113?highlight=*:*
Portrait of a Woman's Head (1948),Thomson Portrait of a Woman's Head ,https://collections.ed.ac.uk/art/record/20842?highlight=*:*
Untitled (2006),Shona McKinnon Untitled ,https://collections.ed.ac.uk/art/record/99867?highlight=*:*
Portrait of a Woman,Alice Henderson Portrait of a Woman,https://collections.ed.ac.uk/art/record/21528?highlight=*:*
Pattern darned sample,Unknown Pattern darned sample,https://collections.ed.ac.uk/art/record/102690?highlight=*:*
Untitled - Two Women at the Ocean (1985-1986),Olivia Irvine Untitled - Two Women at the Ocean ,https://collections.ed.ac.uk/art/record/99428?highlight=*:*
Portrait of a Man (1959),Bruce Clapperton Portrait of a Man ,https://collections.ed.ac.uk/art/record/20909?highlight=*:*
Society Reproduces Doubt (2020),Molly Kent Society Reproduces Doubt ,https://collections.ed.ac.uk/art/record/113747?highlight=*:*
Red Sky at Night (1968),James H. Fairgrieve Red Sky at Night ,https://collections.ed.ac.uk/art/record/22678?highlight=*:*
Seated Female Nude (1957),Duncan Thomson Seated Female Nude ,https://collections.ed.ac.uk/art/record/21103?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Riders from South Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20723?highlight=*:*
Reclining Male Nude (1960),Jean Cochrane Reclining Male Nude ,https://collections.ed.ac.uk/art/record/53521?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/99958?highlight=*:*
Loading Cargo (1984),Gwyneth M. Leech Loading Cargo ,https://collections.ed.ac.uk/art/record/21902?highlight=*:*
Untitled (Unknown),Margaret Clyde Untitled ,https://collections.ed.ac.uk/art/record/21855?highlight=*:*
Abstract,V. Constant Abstract,https://collections.ed.ac.uk/art/record/111447?highlight=*:*
Figure Seated on Bed,Graeme D. High Figure Seated on Bed,https://collections.ed.ac.uk/art/record/122686?highlight=*:*
Seated Female Nude (1939-1940),James Gordon Seated Female Nude ,https://collections.ed.ac.uk/art/record/21095?highlight=*:*
Aphrodite and Eros East Frieze of the Parthenon,Aphrodite and Eros East Frieze of the Parthenon,https://collections.ed.ac.uk/art/record/20683?highlight=*:*
Black Rock (1983),Wendy McMurdo Black Rock ,https://collections.ed.ac.uk/art/record/21592?highlight=*:*
Tennis Courts (1952),Eric Ritchie Tennis Courts ,https://collections.ed.ac.uk/art/record/22641?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/50382?highlight=*:*
Untitled (Circa 1960),Robert L Snowden Untitled ,https://collections.ed.ac.uk/art/record/21537?highlight=*:*
Unknown (1964),Ian Patterson Unknown ,https://collections.ed.ac.uk/art/record/53582?highlight=*:*
Charioteer facing right,Charioteer facing right,https://collections.ed.ac.uk/art/record/20660?highlight=*:*
Splashes on Dark (1995),Robert Eaglesham Splashes on Dark ,https://collections.ed.ac.uk/art/record/122721?highlight=*:*
Teacup,Emma Gillies Teacup,https://collections.ed.ac.uk/art/record/53647?highlight=*:*
Untitled (1983),Andrew Arnott Untitled ,https://collections.ed.ac.uk/art/record/21824?highlight=*:*
Unknown,Unknown Unknown,https://collections.ed.ac.uk/art/record/53543?highlight=*:*
Composition with Two Figures in Lime Green,Unknown Composition with Two Figures in Lime Green,https://collections.ed.ac.uk/art/record/22657?highlight=*:*
Studies of Cliffs (15 APR 1961),John Picking Studies of Cliffs ,https://collections.ed.ac.uk/art/record/111036?highlight=*:*
Still Life with Honesty (1962),L. Johns Still Life with Honesty ,https://collections.ed.ac.uk/art/record/122906?highlight=*:*
Reclining Female Nude (1953),Iain West Reclining Female Nude ,https://collections.ed.ac.uk/art/record/20783?highlight=*:*
Portrait Figure Sitting (1952),D. Gordon Campbell Portrait Figure Sitting ,https://collections.ed.ac.uk/art/record/22508?highlight=*:*
Reclining Nude,Doreen Taylor Reclining Nude,https://collections.ed.ac.uk/art/record/122774?highlight=*:*
Still Life with Window (1957),Alan M. Alexander Still Life with Window ,https://collections.ed.ac.uk/art/record/122817?highlight=*:*
Untitled (Unknown),Unknown Untitled ,https://collections.ed.ac.uk/art/record/99945?highlight=*:*
Self Portrait at Table (Circa 1975),Janis A. Dougall Self Portrait at Table ,https://collections.ed.ac.uk/art/record/122882?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),Riders from the North Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20709?highlight=*:*
Untitled (1964),James Goodall Untitled ,https://collections.ed.ac.uk/art/record/99846?highlight=*:*
Horse,Emma Gillies Horse,https://collections.ed.ac.uk/art/record/122122?highlight=*:*
Profile of Man in Yellow Jumper,Fergus A Mather Profile of Man in Yellow Jumper,https://collections.ed.ac.uk/art/record/99357?highlight=*:*
Seated Nude (Circa 1988),George M. Glen Seated Nude ,https://collections.ed.ac.uk/art/record/122705?highlight=*:*
Unknown (1955),Edith Duke Unknown ,https://collections.ed.ac.uk/art/record/53526?highlight=*:*
Untitled - Two Chefs (1984-1985),Angus C. A. Hood Untitled - Two Chefs ,https://collections.ed.ac.uk/art/record/99429?highlight=*:*
Unknown (1952),Rosemary Bagshaw Unknown ,https://collections.ed.ac.uk/art/record/53518?highlight=*:*
Untitled (1949),Victorine Anne Schilsky Untitled ,https://collections.ed.ac.uk/art/record/21746?highlight=*:*
Untitled (1947),Allan W. Robson Untitled ,https://collections.ed.ac.uk/art/record/21745?highlight=*:*
Portrait of a Woman (Circa 1959),Ronald G Browne Portrait of a Woman ,https://collections.ed.ac.uk/art/record/21318?highlight=*:*
Chinese damask robe (19th Century),Unknown Chinese damask robe ,https://collections.ed.ac.uk/art/record/100005?highlight=*:*
Saucer,Emma Gillies Saucer,https://collections.ed.ac.uk/art/record/53663?highlight=*:*
Untitled - Reclining Nude Woman (1963),Gordon Bryce Untitled - Reclining Nude Woman ,https://collections.ed.ac.uk/art/record/99276?highlight=*:*
Vase,Emma Gillies Vase,https://collections.ed.ac.uk/art/record/53737?highlight=*:*
Portrait of a Man (1959),John O'Neill Portrait of a Man ,https://collections.ed.ac.uk/art/record/21154?highlight=*:*
Machine embroidered stole (1958),Unknown Machine embroidered stole ,https://collections.ed.ac.uk/art/record/102685?highlight=*:*
Woman and Fox (FEB 1966),James Fairgrieve Woman and Fox ,https://collections.ed.ac.uk/art/record/21344?highlight=*:*
The Ferry,Kathleen Russell The Ferry,https://collections.ed.ac.uk/art/record/123103?highlight=*:*
2. (a) Baskerville Serif (Unknown),Anthony Benjamin ,https://collections.ed.ac.uk/art/record/21669?highlight=*:*
Still Life with Stuffed Pheasant and Skull (Circa 1966),George M. Donald Still Life with Stuffed Pheasant and Skull ,https://collections.ed.ac.uk/art/record/122859?highlight=*:*
Untitled (1966),Jean Selby Untitled ,https://collections.ed.ac.uk/art/record/22478?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),Riders from the North Frieze of the Parthenon ,https://collections.ed.ac.uk/art/record/20701?highlight=*:*
Seated Female Nude (1953),Rosemary Schofield Seated Female Nude ,https://collections.ed.ac.uk/art/record/20942?highlight=*:*
Landscape,Edith C. Duke Landscape,https://collections.ed.ac.uk/art/record/122871?highlight=*:*
Unknown (1957),Rupert F C Cracknell Unknown ,https://collections.ed.ac.uk/art/record/50538?highlight=*:*
